created_at,consultant,date,project,hours,description,rate
2019-12-06 10:45:22,David Heinemeier Hansson,2020-02-23,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-02-24,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-02-24,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-02-25,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-02-25,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-02-26,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-02-26,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-02-27,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-02-27,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-02-28,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-02-28,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-02-29,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-02-29,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-01,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-01,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-02,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-02,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-03,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-03,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-04,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-04,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-05,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-05,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-06,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-06,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-07,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-07,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-08,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-08,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-09,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-09,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-10,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-10,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-11,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-11,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-12,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-12,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-13,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-13,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-14,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-14,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-15,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-15,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-16,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-16,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-17,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-17,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-18,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-18,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-19,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-19,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-20,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-20,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-21,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-21,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-22,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-22,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-23,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-23,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-24,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-24,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-25,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-25,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-26,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-26,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-27,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-27,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-28,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-28,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-29,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-29,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-30,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-30,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-31,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-03-31,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-01,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-01,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-02,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-02,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-03,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-03,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-04,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-04,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-05,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-05,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-06,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-06,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-07,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-07,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-08,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-08,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-09,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-09,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-10,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-10,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-11,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-11,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-12,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-12,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-13,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-13,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-14,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-14,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-15,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-15,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-16,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-16,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-17,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-17,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-18,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-18,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-19,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-19,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-20,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-20,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-21,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-21,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-22,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-22,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-23,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-23,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-24,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-24,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-25,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-25,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-26,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-26,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-27,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-27,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-28,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-28,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-29,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-29,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-30,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-04-30,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-01,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-01,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-02,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-02,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-03,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-03,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-04,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-04,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-05,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-05,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-06,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-06,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-07,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-07,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-08,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-08,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-09,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-09,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-10,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-10,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-11,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-11,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-12,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-12,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-13,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-13,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-14,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-14,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-15,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-15,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-16,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-16,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-17,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-17,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-18,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-18,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-19,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-19,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-20,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-20,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-21,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-21,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-22,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-22,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-23,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-23,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-24,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-24,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-25,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-25,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-26,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-26,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-27,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-27,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-28,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-28,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-29,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-29,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-30,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-30,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-31,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-05-31,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-01,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-01,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-02,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-02,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-03,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-03,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-04,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-04,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-05,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-05,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-06,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-06,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-07,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-07,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-08,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-08,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-09,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-09,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-10,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-10,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-11,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-11,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-12,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-12,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-13,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-13,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-14,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-14,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-15,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-15,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-16,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-16,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-17,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-17,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-18,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-18,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-19,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-19,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-20,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-20,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-21,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-21,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-22,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-22,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-23,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-23,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-24,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-24,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-25,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-25,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-26,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-26,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-27,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-27,_Vacation,4,,Vacation
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-28,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-28,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-29,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-29,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-30,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-06-30,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-07-01,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,David Heinemeier Hansson,2020-07-01,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-07-02,_Sick,4,,Sick
2019-12-06 10:45:22,David Heinemeier Hansson,2020-07-02,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-07-03,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,David Heinemeier Hansson,2020-07-03,_Training,5,Core concepts,Standard
